ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TotalVisiting
0,32.0,Self Enquiry,1,8.0,Small Business,Male,3.0,Deluxe,4.0,Married,1.0,0,4,0,Manager,20470.0,3.0
0,31.0,Self Enquiry,3,11.0,Salaried,Female,3.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,20476.0,5.0
0,49.0,Self Enquiry,1,22.0,Small Business,Female,3.0,Basic,5.0,Married,5.0,1,1,1,Executive,17587.0,4.0
0,38.0,Company Invited,1,8.0,Small Business,Female,4.0,Basic,4.0,Unmarried,2.0,0,1,1,Executive,17440.0,2.0
0,47.0,Self Enquiry,3,8.0,Salaried,Female,1.0,Super Deluxe,4.0,Married,7.0,0,1,0,AVP,30972.0,2.0
0,49.0,Self Enquiry,1,6.0,Salaried,Male,3.0,Super Deluxe,3.0,Unmarried,5.0,0,3,1,AVP,30379.0,2.0
0,41.0,Self Enquiry,3,29.0,Salaried,Male,3.0,Standard,3.0,Unmarried,4.0,1,3,0,Senior Manager,22082.0,5.0
0,20.0,Self Enquiry,3,15.0,Salaried,Male,3.0,Basic,5.0,Unmarried,2.0,0,1,0,Executive,17728.0,3.0
0,33.0,Company Invited,3,22.0,Salaried,Female,3.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,20368.0,2.0
0,36.0,Self Enquiry,1,32.0,Salaried,Male,3.0,Deluxe,3.0,Married,7.0,0,3,1,Manager,20347.0,3.0
0,44.0,Self Enquiry,2,6.0,Salaried,Female,3.0,Basic,3.0,Married,5.0,1,3,1,Executive,18195.0,2.0
1,36.0,Self Enquiry,1,14.0,Small Business,Male,4.0,Basic,3.0,Unmarried,2.0,1,4,1,Executive,22347.0,5.0
0,38.0,Self Enquiry,1,10.0,Small Business,Female,3.0,Basic,3.0,Married,1.0,0,5,0,Executive,18306.0,2.0
0,53.0,Self Enquiry,1,30.0,Small Business,Male,1.0,Standard,3.0,Married,4.0,0,3,0,Senior Manager,22005.0,3.0
1,48.0,Company Invited,3,13.0,Small Business,Female,3.0,Basic,3.0,Married,3.0,1,4,1,Executive,17655.0,4.0
1,32.0,Self Enquiry,1,8.0,Salaried,Male,3.0,Basic,4.0,Unmarried,2.0,0,3,1,Executive,16393.0,4.0
0,26.0,Company Invited,1,13.0,Small Business,Male,3.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,17570.0,5.0
0,36.0,Self Enquiry,1,28.0,Large Business,Male,4.0,Basic,4.0,Married,6.0,0,1,1,Executive,18537.0,4.0
0,36.0,Self Enquiry,1,11.0,Small Business,Male,4.0,Deluxe,3.0,Married,2.0,0,4,1,Manager,22347.0,3.0
0,60.0,Self Enquiry,1,6.0,Small Business,Male,5.0,Standard,3.0,Married,4.0,0,5,0,Senior Manager,25883.0,3.0
0,33.0,Self Enquiry,1,27.0,Small Business,Male,1.0,Basic,4.0,Married,2.0,0,1,1,Executive,17028.0,4.0
0,37.0,Company Invited,3,6.0,Small Business,Male,5.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,24525.0,3.0
0,34.0,Self Enquiry,1,25.0,Salaried,Female,4.0,Basic,3.0,Married,2.0,0,4,1,Executive,17929.0,3.0
1,23.0,Self Enquiry,3,13.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,1,1,1,Executive,17275.0,2.0
0,44.0,Self Enquiry,1,8.0,Salaried,Female,1.0,Standard,3.0,Married,2.0,1,4,1,Senior Manager,22879.0,3.0
0,35.0,Company Invited,1,8.0,Small Business,Male,4.0,Basic,3.0,Unmarried,1.0,1,3,1,Executive,19930.0,3.0
0,43.0,Self Enquiry,3,8.0,Small Business,Male,3.0,Deluxe,3.0,Married,2.0,1,3,0,Manager,22847.0,3.0
0,24.0,Self Enquiry,1,13.0,Small Business,Male,1.0,Basic,3.0,Married,2.0,0,1,0,Executive,22347.0,3.0
0,41.0,Self Enquiry,3,12.0,Small Business,Male,3.0,Standard,3.0,Unmarried,2.0,0,5,1,Senior Manager,24241.0,2.0
0,29.0,Self Enquiry,1,15.0,Small Business,Female,3.0,Basic,3.0,Married,1.0,0,5,1,Executive,17974.0,3.0
0,36.0,Self Enquiry,3,13.0,Salaried,Female,3.0,Deluxe,3.0,Unmarried,4.0,0,4,1,Manager,19502.0,3.0
0,45.0,Company Invited,1,6.0,Salaried,Male,4.0,Standard,3.0,Married,4.0,0,1,1,Senior Manager,25748.0,5.0
1,24.0,Self Enquiry,2,28.0,Salaried,Male,5.0,Basic,3.0,Married,2.0,0,1,0,Executive,16555.0,3.0
1,47.0,Company Invited,3,15.0,Salaried,Male,5.0,Super Deluxe,3.0,Married,1.0,0,5,1,AVP,27936.0,3.0
0,26.0,Self Enquiry,1,23.0,Small Business,Male,5.0,Basic,3.0,Married,2.0,0,3,0,Executive,17305.0,5.0
0,45.0,Self Enquiry,1,34.0,Large Business,Female,4.0,Super Deluxe,4.0,Unmarried,2.0,0,3,1,AVP,31704.0,2.0
0,36.0,Company Invited,1,16.0,Salaried,Male,3.0,Basic,3.0,Married,7.0,0,1,0,Executive,18433.0,2.0
0,36.0,Self Enquiry,1,8.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,5,0,Executive,18477.0,5.0
0,41.0,Company Invited,2,10.0,Salaried,Male,5.0,Deluxe,4.0,Married,7.0,0,5,0,Manager,21430.0,3.0
0,40.0,Self Enquiry,1,14.0,Salaried,Female,3.0,Deluxe,5.0,Married,3.0,1,1,0,Manager,21516.0,3.0
0,36.0,Self Enquiry,1,35.0,Small Business,Male,3.0,Basic,5.0,Married,2.0,0,4,1,Executive,22347.0,4.0
0,46.0,Self Enquiry,1,19.0,Salaried,Male,3.0,Deluxe,4.0,Unmarried,7.0,0,4,1,Manager,20562.0,2.0
0,35.0,Self Enquiry,1,33.0,Salaried,Male,3.0,Deluxe,3.0,Married,3.0,0,5,0,Manager,21883.0,3.0
0,30.0,Self Enquiry,1,22.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,1,0,Executive,17862.0,2.0
0,47.0,Company Invited,3,8.0,Small Business,Male,4.0,Deluxe,4.0,Married,1.0,0,1,0,Manager,19978.0,3.0
0,46.0,Self Enquiry,3,8.0,Salaried,Male,3.0,Standard,3.0,Married,5.0,1,3,0,Senior Manager,25368.0,5.0
1,36.0,Self Enquiry,3,19.0,Small Business,Male,4.0,Deluxe,5.0,Married,6.0,1,1,1,Manager,21134.0,3.0
1,32.0,Self Enquiry,3,6.0,Salaried,Male,5.0,Deluxe,4.0,Unmarried,7.0,0,3,0,Manager,21735.0,3.0
0,23.0,Self Enquiry,1,10.0,Small Business,Female,3.0,Basic,4.0,Unmarried,2.0,0,3,1,Executive,18295.0,3.0
0,31.0,Company Invited,1,30.0,Large Business,Female,3.0,Deluxe,3.0,Unmarried,3.0,0,1,1,Manager,20238.0,1.0
0,39.0,Company Invited,1,6.0,Salaried,Male,3.0,Deluxe,3.0,Married,2.0,1,5,1,Manager,21472.0,5.0
0,32.0,Self Enquiry,3,25.0,Salaried,Male,5.0,Standard,3.0,Married,4.0,0,3,1,Senior Manager,24610.0,5.0
0,40.0,Self Enquiry,3,13.0,Small Business,Male,3.0,King,4.0,Unmarried,2.0,0,4,1,VP,34833.0,3.0
0,45.0,Self Enquiry,2,10.0,Salaried,Female,5.0,Standard,3.0,Married,5.0,0,1,1,Senior Manager,24756.0,3.0
0,30.0,Company Invited,1,8.0,Large Business,Female,4.0,Basic,5.0,Unmarried,1.0,0,3,0,Executive,19968.0,4.0
0,24.0,Company Invited,2,16.0,Small Business,Male,3.0,Basic,3.0,Married,1.0,0,4,1,Executive,17145.0,3.0
1,30.0,Company Invited,2,14.0,Salaried,Female,4.0,Basic,3.0,Married,7.0,0,5,1,Executive,17180.0,5.0
0,31.0,Self Enquiry,3,11.0,Large Business,Male,3.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,23346.0,3.0
0,36.0,Self Enquiry,1,14.0,Small Business,Female,3.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,18445.0,5.0
1,29.0,Self Enquiry,3,15.0,Small Business,Female,5.0,Basic,4.0,Unmarried,2.0,0,1,1,Executive,17760.0,3.0
0,29.0,Company Invited,1,6.0,Salaried,Male,1.0,Deluxe,3.0,Unmarried,1.0,1,3,0,Manager,21294.0,4.0
0,30.0,Self Enquiry,3,21.0,Small Business,Male,4.0,Standard,5.0,Married,3.0,0,1,0,Senior Manager,22140.0,5.0
0,34.0,Self Enquiry,1,8.0,Small Business,Male,1.0,Basic,3.0,Married,1.0,1,1,0,Executive,17932.0,4.0
0,33.0,Company Invited,3,8.0,Small Business,Female,3.0,Deluxe,4.0,Unmarried,1.0,0,1,0,Manager,20147.0,3.0
0,49.0,Self Enquiry,3,13.0,Small Business,Female,3.0,Deluxe,3.0,Unmarried,4.0,0,4,0,Manager,19507.0,4.0
1,33.0,Self Enquiry,3,22.0,Salaried,Female,3.0,Standard,5.0,Unmarried,3.0,1,5,0,Senior Manager,23564.0,3.0
0,38.0,Company Invited,1,8.0,Small Business,Female,4.0,Basic,4.0,Married,5.0,0,3,0,Executive,17468.0,3.0
1,31.0,Self Enquiry,3,22.0,Small Business,Male,3.0,Standard,3.0,Married,3.0,0,5,1,Senior Manager,23161.0,3.0
0,29.0,Self Enquiry,1,10.0,Large Business,Female,4.0,Basic,5.0,Married,2.0,0,4,0,Executive,17109.0,3.0
0,30.0,Self Enquiry,1,22.0,Salaried,Male,1.0,Deluxe,3.0,Married,4.0,0,1,1,Manager,20294.0,2.0
0,32.0,Company Invited,1,11.0,Large Business,Male,3.0,Basic,4.0,Unmarried,3.0,0,3,1,Executive,17718.0,4.0
0,38.0,Self Enquiry,1,24.0,Small Business,Male,5.0,Deluxe,3.0,Married,4.0,1,5,0,Manager,20811.0,3.0
1,43.0,Company Invited,1,23.0,Large Business,Male,4.0,Basic,3.0,Married,1.0,1,5,1,Executive,17437.0,3.0
0,42.0,Self Enquiry,1,18.0,Small Business,Male,3.0,Basic,4.0,Married,1.0,0,1,1,Executive,17766.0,3.0
0,55.0,Self Enquiry,1,8.0,Small Business,Male,4.0,King,5.0,Married,1.0,0,5,0,VP,34038.0,3.0
0,33.0,Company Invited,1,10.0,Large Business,Male,3.0,Deluxe,4.0,Married,6.0,0,1,0,Manager,18055.0,2.0
0,41.0,Self Enquiry,1,15.0,Salaried,Male,3.0,Basic,5.0,Married,2.0,0,5,1,Executive,17289.0,4.0
0,36.0,Company Invited,3,16.0,Salaried,Male,3.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,22347.0,3.0
0,53.0,Company Invited,1,6.0,Small Business,Female,4.0,Super Deluxe,3.0,Married,5.0,1,1,0,AVP,27965.0,2.0
0,36.0,Self Enquiry,2,8.0,Salaried,Male,3.0,Basic,3.0,Unmarried,1.0,0,1,0,Executive,18539.0,3.0
0,34.0,Self Enquiry,3,9.0,Salaried,Female,5.0,Deluxe,3.0,Unmarried,6.0,0,1,1,Manager,21029.0,2.0
1,21.0,Self Enquiry,3,13.0,Small Business,Male,3.0,Basic,4.0,Unmarried,2.0,0,5,1,Executive,17679.0,3.0
0,36.0,Self Enquiry,1,12.0,Salaried,Female,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,18702.0,3.0
1,22.0,Self Enquiry,1,14.0,Small Business,Female,3.0,Basic,5.0,Married,2.0,1,3,0,Executive,17398.0,4.0
0,31.0,Self Enquiry,3,35.0,Small Business,Female,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20468.0,3.0
0,51.0,Self Enquiry,1,9.0,Large Business,Female,3.0,Standard,3.0,Married,3.0,0,4,1,Senior Manager,28116.0,3.0
0,36.0,Self Enquiry,3,15.0,Small Business,Male,4.0,Deluxe,4.0,Married,2.0,0,4,0,Manager,22347.0,3.0
0,46.0,Self Enquiry,1,8.0,Small Business,Male,3.0,King,3.0,Married,1.0,1,1,1,VP,34328.0,3.0
0,36.0,Self Enquiry,1,16.0,Salaried,Male,3.0,Standard,5.0,Married,1.0,1,5,1,Senior Manager,23321.0,3.0
1,44.0,Company Invited,1,6.0,Small Business,Male,3.0,Basic,4.0,Married,2.0,1,3,1,Executive,17342.0,3.0
0,36.0,Self Enquiry,2,14.0,Salaried,Male,3.0,Deluxe,4.0,Married,3.0,0,3,1,Manager,22347.0,3.0
1,35.0,Self Enquiry,3,33.0,Salaried,Male,3.0,Deluxe,3.0,Unmarried,2.0,1,5,0,Manager,20813.0,2.0
0,33.0,Self Enquiry,1,14.0,Salaried,Male,1.0,Basic,5.0,Married,7.0,0,3,1,Executive,18143.0,3.0
0,28.0,Self Enquiry,1,6.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,1,0,Executive,17044.0,2.0
0,39.0,Self Enquiry,1,16.0,Small Business,Male,3.0,Standard,3.0,Unmarried,1.0,0,3,1,Senior Manager,28464.0,3.0
0,46.0,Company Invited,3,32.0,Salaried,Male,4.0,Deluxe,4.0,Unmarried,1.0,0,4,1,Manager,22991.0,5.0
0,36.0,Self Enquiry,1,8.0,Salaried,Female,3.0,Basic,5.0,Married,5.0,0,4,1,Executive,18377.0,3.0
0,42.0,Self Enquiry,1,19.0,Small Business,Male,1.0,Deluxe,5.0,Married,6.0,0,4,1,Manager,20538.0,3.0
0,35.0,Company Invited,1,8.0,Small Business,Male,3.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,20762.0,3.0
0,38.0,Company Invited,2,8.0,Salaried,Male,3.0,Basic,4.0,Married,6.0,0,3,1,Executive,17592.0,5.0
1,34.0,Company Invited,1,15.0,Salaried,Male,3.0,Deluxe,5.0,Married,5.0,0,3,0,Manager,20346.0,4.0
1,36.0,Self Enquiry,1,16.0,Small Business,Male,3.0,Deluxe,5.0,Unmarried,2.0,0,4,0,Manager,22347.0,2.0
0,36.0,Company Invited,3,26.0,Salaried,Male,3.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,22347.0,2.0
0,43.0,Company Invited,1,15.0,Salaried,Male,3.0,Basic,3.0,Unmarried,5.0,0,3,0,Executive,17438.0,3.0
0,41.0,Self Enquiry,1,11.0,Salaried,Male,1.0,Deluxe,4.0,Unmarried,4.0,0,5,1,Manager,21870.0,2.0
0,41.0,Self Enquiry,3,10.0,Small Business,Female,3.0,Standard,3.0,Married,1.0,1,1,0,Senior Manager,25447.0,3.0
0,30.0,Self Enquiry,1,16.0,Small Business,Female,3.0,Standard,3.0,Unmarried,1.0,0,4,0,Senior Manager,24667.0,3.0
1,26.0,Self Enquiry,2,26.0,Small Business,Female,3.0,Basic,4.0,Married,1.0,1,3,0,Executive,17148.0,4.0
1,46.0,Self Enquiry,1,27.0,Small Business,Female,3.0,Deluxe,4.0,Married,5.0,0,3,1,Manager,23926.0,5.0
0,40.0,Self Enquiry,1,6.0,Salaried,Female,3.0,Deluxe,3.0,Married,5.0,0,3,0,Manager,21513.0,3.0
0,34.0,Self Enquiry,3,14.0,Large Business,Male,1.0,Deluxe,3.0,Married,2.0,0,1,0,Manager,21799.0,5.0
0,58.0,Company Invited,3,8.0,Small Business,Male,3.0,Super Deluxe,4.0,Married,5.0,0,4,1,AVP,17705.0,2.0
0,35.0,Self Enquiry,1,29.0,Small Business,Male,5.0,Basic,3.0,Married,1.0,0,1,1,Executive,17705.0,3.0
0,47.0,Self Enquiry,1,10.0,Salaried,Female,4.0,Standard,4.0,Married,1.0,1,4,1,Senior Manager,25333.0,5.0
0,40.0,Self Enquiry,1,13.0,Salaried,Female,3.0,Deluxe,5.0,Married,3.0,0,1,1,Manager,22347.0,3.0
0,54.0,Self Enquiry,1,13.0,Small Business,Female,3.0,Deluxe,3.0,Married,5.0,0,3,1,Manager,21854.0,4.0
0,31.0,Company Invited,3,13.0,Small Business,Female,3.0,Standard,5.0,Married,3.0,0,1,1,Senior Manager,24637.0,5.0
0,36.0,Self Enquiry,1,6.0,Small Business,Female,3.0,Basic,5.0,Married,2.0,0,1,1,Executive,18591.0,3.0
0,38.0,Self Enquiry,3,8.0,Small Business,Female,5.0,Deluxe,3.0,Married,3.0,1,3,0,Manager,20405.0,3.0
0,26.0,Self Enquiry,3,13.0,Small Business,Male,3.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,19684.0,2.0
0,58.0,Company Invited,1,21.0,Salaried,Male,3.0,Super Deluxe,3.0,Married,3.0,1,1,1,AVP,30787.0,2.0
0,18.0,Company Invited,1,20.0,Small Business,Female,3.0,Basic,3.0,Unmarried,2.0,0,5,1,Executive,16514.0,2.0
1,31.0,Self Enquiry,2,24.0,Salaried,Male,1.0,Basic,5.0,Married,1.0,0,1,1,Executive,17956.0,2.0
1,29.0,Self Enquiry,2,19.0,Salaried,Male,4.0,Basic,5.0,Married,5.0,1,5,1,Executive,17335.0,3.0
0,45.0,Company Invited,3,8.0,Salaried,Female,3.0,Deluxe,3.0,Married,5.0,0,1,1,Manager,20154.0,5.0
0,36.0,Self Enquiry,1,8.0,Salaried,Female,3.0,Deluxe,4.0,Married,5.0,1,4,0,Manager,21962.0,3.0
0,43.0,Company Invited,3,8.0,Salaried,Male,3.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,20675.0,5.0
0,27.0,Company Invited,1,11.0,Salaried,Female,3.0,Basic,3.0,Unmarried,1.0,1,1,1,Executive,17379.0,3.0
0,36.0,Company Invited,1,26.0,Small Business,Male,3.0,Basic,3.0,Married,2.0,0,3,1,Executive,22347.0,3.0
0,32.0,Company Invited,3,13.0,Small Business,Male,3.0,Deluxe,3.0,Unmarried,1.0,0,3,1,Manager,19648.0,4.0
0,42.0,Company Invited,1,16.0,Large Business,Male,3.0,Basic,3.0,Married,4.0,0,4,1,Executive,17936.0,2.0
0,47.0,Self Enquiry,1,15.0,Salaried,Female,3.0,Basic,3.0,Unmarried,5.0,0,3,1,Executive,17105.0,3.0
0,46.0,Self Enquiry,1,8.0,Salaried,Male,3.0,Standard,3.0,Married,4.0,0,1,1,Senior Manager,23578.0,3.0
0,28.0,Company Invited,2,6.0,Salaried,Male,3.0,Basic,3.0,Married,2.0,0,4,0,Executive,17706.0,3.0
0,29.0,Self Enquiry,1,35.0,Salaried,Male,5.0,Deluxe,3.0,Married,1.0,0,5,1,Manager,21384.0,5.0
0,36.0,Self Enquiry,1,14.0,Salaried,Male,3.0,Basic,3.0,Unmarried,5.0,0,1,1,Executive,22347.0,3.0
1,32.0,Self Enquiry,3,8.0,Small Business,Male,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,Manager,24907.0,2.0
0,46.0,Self Enquiry,3,9.0,Large Business,Female,1.0,Super Deluxe,5.0,Married,3.0,0,3,1,AVP,28225.0,2.0
0,36.0,Self Enquiry,3,29.0,Small Business,Female,4.0,Deluxe,3.0,Married,2.0,0,1,1,Manager,18540.0,3.0
0,29.0,Self Enquiry,2,12.0,Small Business,Male,4.0,Basic,4.0,Married,2.0,0,3,1,Executive,17804.0,3.0
0,43.0,Self Enquiry,1,12.0,Small Business,Female,4.0,King,3.0,Married,1.0,0,3,1,VP,34392.0,3.0
0,48.0,Self Enquiry,1,16.0,Salaried,Male,4.0,King,4.0,Married,5.0,0,3,1,VP,34665.0,4.0
1,29.0,Company Invited,1,30.0,Salaried,Male,4.0,Basic,3.0,Unmarried,2.0,1,3,1,Executive,17439.0,5.0
1,46.0,Self Enquiry,3,16.0,Salaried,Female,3.0,Standard,4.0,Married,6.0,0,1,0,Senior Manager,22314.0,5.0
0,27.0,Company Invited,1,13.0,Salaried,Female,4.0,Basic,5.0,Married,1.0,0,4,1,Executive,19774.0,3.0
0,36.0,Self Enquiry,1,25.0,Salaried,Male,3.0,Deluxe,3.0,Married,1.0,0,5,1,Manager,22347.0,2.0
0,55.0,Self Enquiry,1,8.0,Large Business,Male,4.0,Basic,3.0,Married,1.0,0,5,0,Executive,17662.0,3.0
0,28.0,Self Enquiry,3,9.0,Small Business,Female,3.0,Basic,4.0,Married,2.0,0,1,1,Executive,17856.0,3.0
1,30.0,Self Enquiry,3,15.0,Small Business,Male,3.0,Basic,3.0,Unmarried,2.0,0,5,0,Executive,16081.0,2.0
1,22.0,Self Enquiry,1,13.0,Salaried,Male,3.0,Basic,4.0,Unmarried,2.0,1,3,1,Executive,17472.0,3.0
0,36.0,Self Enquiry,3,16.0,Large Business,Female,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,20673.0,5.0
0,36.0,Self Enquiry,1,26.0,Salaried,Male,3.0,Deluxe,3.0,Married,2.0,0,5,0,Manager,22347.0,2.0
0,34.0,Self Enquiry,3,10.0,Salaried,Male,3.0,Standard,3.0,Married,3.0,1,4,0,Senior Manager,24713.0,5.0
0,29.0,Self Enquiry,1,13.0,Salaried,Male,3.0,Basic,5.0,Unmarried,4.0,0,4,0,Executive,17062.0,2.0
0,37.0,Self Enquiry,1,13.0,Small Business,Male,3.0,Deluxe,5.0,Married,6.0,1,3,0,Manager,22347.0,3.0
0,35.0,Self Enquiry,1,13.0,Salaried,Female,4.0,Deluxe,4.0,Married,1.0,1,1,1,Manager,19788.0,3.0
0,45.0,Self Enquiry,1,31.0,Salaried,Female,4.0,Deluxe,3.0,Married,1.0,0,4,0,Manager,20906.0,3.0
0,36.0,Company Invited,2,8.0,Salaried,Male,4.0,Deluxe,3.0,Unmarried,2.0,0,3,1,Manager,22347.0,3.0
0,40.0,Self Enquiry,1,6.0,Salaried,Male,3.0,Super Deluxe,5.0,Married,3.0,0,3,1,AVP,31823.0,5.0
0,26.0,Self Enquiry,1,6.0,Salaried,Female,4.0,Basic,3.0,Married,2.0,1,4,0,Executive,17933.0,2.0
0,27.0,Self Enquiry,3,8.0,Small Business,Female,1.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,21500.0,3.0
0,48.0,Company Invited,1,28.0,Small Business,Female,3.0,Super Deluxe,3.0,Married,4.0,0,5,0,AVP,32174.0,2.0
0,44.0,Self Enquiry,1,6.0,Salaried,Male,4.0,Deluxe,5.0,Married,3.0,0,3,1,Manager,20033.0,5.0
1,34.0,Company Invited,1,22.0,Large Business,Male,5.0,Basic,5.0,Married,2.0,1,3,1,Executive,17307.0,2.0
1,56.0,Self Enquiry,1,30.0,Salaried,Male,3.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,17587.0,3.0
0,36.0,Self Enquiry,3,23.0,Small Business,Male,4.0,Deluxe,4.0,Married,3.0,0,4,1,Manager,20507.0,2.0
0,41.0,Self Enquiry,3,13.0,Small Business,Female,3.0,Deluxe,4.0,Married,6.0,0,3,1,Manager,22347.0,3.0
0,42.0,Self Enquiry,1,12.0,Small Business,Male,3.0,Standard,5.0,Married,1.0,0,3,1,Senior Manager,28348.0,2.0
0,31.0,Self Enquiry,3,16.0,Small Business,Female,3.0,Deluxe,3.0,Married,3.0,1,1,0,Manager,21583.0,2.0
0,34.0,Self Enquiry,3,9.0,Small Business,Female,4.0,Deluxe,3.0,Married,4.0,1,3,0,Manager,23103.0,3.0
0,36.0,Self Enquiry,1,10.0,Small Business,Female,1.0,Basic,3.0,Married,1.0,0,5,1,Executive,22347.0,5.0
0,26.0,Company Invited,1,12.0,Salaried,Male,1.0,Basic,3.0,Married,1.0,0,4,1,Executive,17544.0,4.0
0,45.0,Company Invited,1,6.0,Small Business,Male,3.0,Deluxe,3.0,Unmarried,5.0,0,1,1,Manager,20399.0,3.0
0,33.0,Self Enquiry,3,16.0,Small Business,Male,3.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,20487.0,2.0
0,28.0,Company Invited,3,6.0,Salaried,Male,4.0,Deluxe,3.0,Married,2.0,1,1,0,Manager,21834.0,2.0
1,29.0,Company Invited,3,30.0,Large Business,Male,1.0,Basic,5.0,Unmarried,2.0,0,3,1,Executive,16091.0,3.0
0,39.0,Company Invited,3,27.0,Salaried,Female,5.0,Deluxe,3.0,Married,7.0,0,5,0,Manager,20736.0,2.0
0,27.0,Self Enquiry,1,8.0,Large Business,Male,3.0,Basic,4.0,Married,2.0,0,4,1,Executive,17226.0,3.0
0,34.0,Company Invited,1,28.0,Salaried,Male,4.0,Deluxe,3.0,Married,2.0,1,1,1,Manager,20747.0,2.0
1,28.0,Self Enquiry,3,19.0,Small Business,Female,3.0,Deluxe,3.0,Unmarried,4.0,1,5,1,Manager,24854.0,3.0
0,47.0,Company Invited,1,20.0,Large Business,Male,3.0,Deluxe,4.0,Married,1.0,0,3,0,Manager,20467.0,5.0
0,56.0,Self Enquiry,3,17.0,Small Business,Female,4.0,Deluxe,5.0,Married,5.0,0,5,0,Manager,20380.0,3.0
0,39.0,Self Enquiry,1,15.0,Small Business,Male,3.0,Deluxe,5.0,Married,2.0,0,4,1,Manager,20151.0,2.0
0,38.0,Company Invited,1,14.0,Small Business,Female,4.0,Deluxe,4.0,Married,2.0,1,1,1,Manager,17133.0,2.0
0,58.0,Self Enquiry,3,27.0,Salaried,Female,3.0,Super Deluxe,3.0,Married,5.0,1,5,1,AVP,32875.0,3.0
1,32.0,Company Invited,1,11.0,Salaried,Female,1.0,Basic,3.0,Unmarried,4.0,1,1,0,Executive,17432.0,3.0
0,38.0,Self Enquiry,1,13.0,Salaried,Male,3.0,Basic,3.0,Married,3.0,0,1,1,Executive,19771.0,4.0
0,49.0,Company Invited,1,8.0,Salaried,Male,3.0,King,3.0,Married,4.0,0,3,1,VP,34161.0,2.0
0,42.0,Self Enquiry,3,18.0,Small Business,Male,3.0,Deluxe,3.0,Married,4.0,1,1,0,Manager,20087.0,3.0
1,27.0,Company Invited,2,28.0,Salaried,Female,4.0,Basic,4.0,Married,2.0,0,1,1,Executive,17863.0,2.0
0,35.0,Self Enquiry,3,24.0,Small Business,Male,3.0,Deluxe,5.0,Married,1.0,0,3,0,Manager,17144.0,3.0
0,28.0,Company Invited,1,22.0,Small Business,Male,3.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,17144.0,2.0
0,31.0,Company Invited,1,9.0,Small Business,Male,3.0,Basic,5.0,Married,2.0,1,1,0,Executive,18065.0,2.0
0,36.0,Company Invited,1,15.0,Salaried,Male,1.0,Basic,4.0,Married,2.0,0,5,1,Executive,17810.0,3.0
0,34.0,Self Enquiry,3,6.0,Small Business,Male,3.0,Standard,3.0,Unmarried,2.0,0,5,1,Senior Manager,24888.0,2.0
0,34.0,Self Enquiry,3,19.0,Small Business,Male,3.0,Standard,3.0,Married,2.0,0,1,1,Senior Manager,23628.0,3.0
0,26.0,Self Enquiry,1,6.0,Small Business,Male,3.0,Basic,5.0,Unmarried,1.0,0,5,1,Executive,17867.0,5.0
0,29.0,Self Enquiry,1,6.0,Salaried,Male,3.0,Deluxe,5.0,Married,1.0,0,3,1,Manager,20373.0,2.0
0,32.0,Company Invited,1,21.0,Small Business,Female,3.0,Deluxe,3.0,Married,6.0,0,3,0,Manager,21667.0,3.0
0,31.0,Company Invited,1,6.0,Salaried,Male,4.0,Deluxe,5.0,Married,2.0,0,1,1,Manager,20003.0,3.0
1,28.0,Self Enquiry,1,23.0,Large Business,Male,4.0,Basic,3.0,Married,6.0,0,3,0,Executive,17367.0,3.0
0,38.0,Self Enquiry,3,6.0,Salaried,Male,4.0,Basic,5.0,Unmarried,5.0,0,3,0,Executive,17858.0,3.0
0,35.0,Self Enquiry,3,13.0,Salaried,Female,3.0,Deluxe,3.0,Married,2.0,1,4,1,Manager,20204.0,3.0
0,36.0,Self Enquiry,3,15.0,Small Business,Male,3.0,Deluxe,3.0,Unmarried,2.0,0,1,0,Manager,22347.0,3.0
0,32.0,Self Enquiry,1,11.0,Salaried,Male,4.0,Deluxe,3.0,Unmarried,1.0,0,1,0,Manager,24679.0,3.0
